xtehr,zib,name_zib,path_zib,alias_zib,type_zib,card._zib,stereotype_zib,id_zib,definition_zib,definitioncode_zib,id_xtehr,path_xtehr,short_xtehr,definition_xtehr,type_xtehr,card._xtehr,binding_xtehr
EHDSLaboratoryObservation.hasMember[x],,,,,,,,,,,EHDSLaboratoryObservation.hasMember[x],EHDSLaboratoryObservation.hasMember[x],"This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.","This observation is a group observation (e.g. a battery, a panel of tests, a set of vital sign measurements) that includes the target as a member of the group.",EHDSLaboratoryObservation,0..*,
EHDSLaboratoryObservation.header,,,,,,,,,,,EHDSLaboratoryObservation.header,EHDSLaboratoryObservation.header,Common header for all patient-related data,Common header for all patient-related data,Base,1..1,
EHDSLaboratoryObservation.header.authorship,,,,,,,,,,,EHDSLaboratoryObservation.header.authorship,EHDSLaboratoryObservation.header.authorship,Authorship,Resource authoring details,Base,1..*,
EHDSLaboratoryObservation.header.authorship.author[x],,,,,,,,,,,EHDSLaboratoryObservation.header.authorship.author[x],EHDSLaboratoryObservation.header.authorship.author[x],Author,Author(s) by whom the resource was/were authored. Multiple authors could be provided.,EHDSHealthProfessional,1..1,
EHDSLaboratoryObservation.header.authorship.datetime,,,,,,,,,,,EHDSLaboratoryObservation.header.authorship.datetime,EHDSLaboratoryObservation.header.authorship.datetime,Date and time of authoring/issuing,Date and time of the issuing the document/resource by its author.,dateTime,1..1,
EHDSLaboratoryObservation.header.directSubject[x],,,,,,,,,,,EHDSLaboratoryObservation.header.directSubject[x],EHDSLaboratoryObservation.header.directSubject[x],"The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device","The direct subject of the observation if different from the patient (subject of care), e.g. an observation of an implanted device",EHDSPatient,0..1,
EHDSLaboratoryObservation.header.identifier,,,,,,,,,,,EHDSLaboratoryObservation.header.identifier,EHDSLaboratoryObservation.header.identifier,Business identifier for the object,Business identifier for the object,Identifier,0..*,
EHDSLaboratoryObservation.header.language,,,,,,,,,,,EHDSLaboratoryObservation.header.language,EHDSLaboratoryObservation.header.language,Language,Language in which the resource is written. Language is expressed by the IETF language tag.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'BCP 47'}"
EHDSLaboratoryObservation.header.lastUpdate,,,,,,,,,,,EHDSLaboratoryObservation.header.lastUpdate,EHDSLaboratoryObservation.header.lastUpdate,Date and time of the last update to the resource,Date and time of the last update to the document/information,dateTime,0..1,
EHDSLaboratoryObservation.header.status,LaboratoryTestResult.LaboratoryTest.TestResultStatus,TestResultStatus,LaboratoryTestResult.LaboratoryTest.TestResultStatus,NL: TestUitslagStatus,CD,0..1,data,NL-CM:13.1.31,"The status of the test result of this test. If the laboratory test is a panel/cluster, the overall status is given in the status of the panel/cluster.",LOINC: 92236-9 Lab observation result status,EHDSLaboratoryObservation.header.status,EHDSLaboratoryObservation.header.status,Status of the resource,Status of the resource,CodeableConcept,1..1,"{'strength': 'preferred', 'description': 'HL7 Observation status'}"
EHDSLaboratoryObservation.header.statusReason[x],,,,,,,,,,,EHDSLaboratoryObservation.header.statusReason[x],EHDSLaboratoryObservation.header.statusReason[x],Reason for the current status of the resource.,Reason for the current status of the resource.,CodeableConcept,0..1,
EHDSLaboratoryObservation.header.subject,,,,,,,,,,,EHDSLaboratoryObservation.header.subject,EHDSLaboratoryObservation.header.subject,Patient who is receiving health care. This patient might be different from the direct subject of the observation.,Patient/subject information,EHDSPatient,1..1,
EHDSLaboratoryObservation.header.version,,,,,,,,,,,EHDSLaboratoryObservation.header.version,EHDSLaboratoryObservation.header.version,Version,Business version of the resource.,string,0..1,
EHDSLaboratoryObservation.interpretation,LaboratoryTestResult.LaboratoryTest.ResultInterpretation,ResultInterpretation,LaboratoryTestResult.LaboratoryTest.ResultInterpretation,NL: UitslagInterpretatie,ST,0..1,data,NL-CM:13.1.32,Comment of the laboratory specialist regarding the interpretation of the results,SNOMED CT: 441742003 Evaluation finding,EHDSLaboratoryObservation.interpretation,EHDSLaboratoryObservation.interpretation,Information about reference intervals and result interpretation.,Information about reference intervals and result interpretation.,CodeableConcept,0..*,"{'strength': 'preferred', 'description': 'SNOMED CT, HL7 ObservationInterpretation'}"
EHDSLaboratoryObservation.method,LaboratoryTestResult.LaboratoryTest.TestMethod,TestMethod,LaboratoryTestResult.LaboratoryTest.TestMethod,NL: Testmethode,CD,0..1,data,NL-CM:13.1.9,The test method used to obtain the result.,SNOMED CT: 246501002 Technique,EHDSLaboratoryObservation.method,EHDSLaboratoryObservation.method,Observation method,Observation method (measurement principle) to obtain the result.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'SNOMED CT'}"
EHDSLaboratoryObservation.observationDate[x],LaboratoryTestResult.LaboratoryTest.TestDateTime,TestDateTime,LaboratoryTestResult.LaboratoryTest.TestDateTime,NL: TestDatumTijd,TS,0..1,data,NL-CM:13.1.13,The date and if possible the time at which the test was carried out.,,EHDSLaboratoryObservation.observationDate[x],EHDSLaboratoryObservation.observationDate[x],Clinically relevant time or time period for the observation,Clinically relevant time or time period for the observation,dateTime,1..1,
EHDSLaboratoryObservation.order,,,,,,,,,,,EHDSLaboratoryObservation.order,EHDSLaboratoryObservation.order,Identifies order and order placer this observation belongs to,Identifies order and order placer this observation belongs to,EHDSServiceRequest,0..1,
EHDSLaboratoryObservation.originalName,,,,,,,,,,,EHDSLaboratoryObservation.originalName,EHDSLaboratoryObservation.originalName,Original (conventional) name of the observation,Original (conventional) name of the observation,string,0..1,
EHDSLaboratoryObservation.performer[x],LaboratoryTestResult.LaboratoryTest.Performer::HealthcareProvider,,,,,,,,,,EHDSLaboratoryObservation.performer[x],EHDSLaboratoryObservation.performer[x],Performer of the observation. Some test could be performed by the patient himself or by a care giver. Those are in the scope of this deliverable under specified conditions.,Performer of the observation. Some test could be performed by the patient himself or by a care giver. Those are in the scope of this deliverable under specified conditions.,EHDSHealthProfessional,0..1,
EHDSLaboratoryObservation.pointOfCareTest,,,,,,,,,,,EHDSLaboratoryObservation.pointOfCareTest,EHDSLaboratoryObservation.pointOfCareTest,Examination performed near or at the site of a patient.,"Indicates if the observation is a point-of-care test (POCT), i.e. an examination performed near or at the site of a patient.",boolean,0..1,
EHDSLaboratoryObservation.presentedForm,,,,,,,,,,,EHDSLaboratoryObservation.presentedForm,EHDSLaboratoryObservation.presentedForm,"A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document","A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document",EHDSAttachment,0..*,
EHDSLaboratoryObservation.previousResults,,,,,,,,,,,EHDSLaboratoryObservation.previousResults,EHDSLaboratoryObservation.previousResults,Previous results of the same observation,Previous results of the same observation,EHDSLaboratoryObservation,0..*,
EHDSLaboratoryObservation.referenceRange,LaboratoryTestResult.LaboratoryTest.ReferenceRangeUpperLimit,ReferenceRangeUpperLimit,LaboratoryTestResult.LaboratoryTest.ReferenceRangeUpperLimit,NL: ReferentieBovengrens,ANY,0..1,data,NL-CM:13.1.11,The upper reference limit for the patient of the value measured in the test.,,EHDSLaboratoryObservation.referenceRange,EHDSLaboratoryObservation.referenceRange,"Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.","Reference range, multiple reference ranges of different types culd by provided. Provides guide for interpretation of result.",Base,0..*,
EHDSLaboratoryObservation.result,,,,,,,,,,,EHDSLaboratoryObservation.result,EHDSLaboratoryObservation.result,"Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.","Result of the observation including text, numeric and coded results of the measurement and measurement uncertainty. Content of the observation result will vary according to the type of the observation.",Base,0..1,
EHDSLaboratoryObservation.result.uncertainty,,,,,,,,,,,EHDSLaboratoryObservation.result.uncertainty,EHDSLaboratoryObservation.result.uncertainty,Measurement uncertainty type and interval if needed.,Measurement uncertainty type and interval if needed.,Base,0..1,
EHDSLaboratoryObservation.result.value[x],LaboratoryTestResult.LaboratoryTest.TestResult,TestResult,LaboratoryTestResult.LaboratoryTest.TestResult,NL: TestUitslag,ANY,0..1,data,NL-CM:13.1.10,"The test result. Depending on the type of test, the result will consist of a value with a unit or a coded value (ordinal or nominal).",,EHDSLaboratoryObservation.result.value[x],EHDSLaboratoryObservation.result.value[x],Observation result value according to the type of observation,Observation result value according to the type of observation,string,1..1,"{'strength': 'preferred', 'description': 'UCUM for units, SNOMED CT for coded results'}"
EHDSLaboratoryObservation.resultDescription,,,,,,,,,,,EHDSLaboratoryObservation.resultDescription,EHDSLaboratoryObservation.resultDescription,Comments and narrative representation of the observation result and findings.,Comments and narrative representation of the observation result and findings.,string,0..1,
EHDSLaboratoryObservation.testKit,,,,,,,,,,,EHDSLaboratoryObservation.testKit,EHDSLaboratoryObservation.testKit,Laboratory test kit used during measurement.,Laboratory test kit used during measurement.,EHDSDevice,0..1,
EHDSLaboratoryObservation.triggeredBy[x],,,,,,,,,,,EHDSLaboratoryObservation.triggeredBy[x],EHDSLaboratoryObservation.triggeredBy[x],References to the observation(s) that triggered the performance of this observation.,References to the observation(s) that triggered the performance of this observation.,EHDSLaboratoryObservation,0..*,
,LaboratoryTestResult.LaboratoryTest.ReferenceRangeLowerLimit,ReferenceRangeLowerLimit,LaboratoryTestResult.LaboratoryTest.ReferenceRangeLowerLimit,NL: ReferentieOndergrens,ANY,0..1,data,NL-CM:13.1.12,The lower reference limit for the patient of the value measured with the test.,,,,,,,,
,LaboratoryTestResult.LaboratoryTest.ResultFlags,ResultFlags,LaboratoryTestResult.LaboratoryTest.ResultFlags,NL: InterpretatieVlaggen,CD,0..1,data,NL-CM:13.1.14,"Attention codes indicating whether the result of a quantitative test is above or below certain reference values or interpreting the result otherwise.(Resistent). The values Resistant, Intermediate en Susceptible are used with microbiological test results.",SNOMED CT: 363713009 Has interpretation,,,,,,,
