xtehr,zib,name_zib,path_zib,alias_zib,type_zib,card._zib,stereotype_zib,id_zib,definition_zib,definitioncode_zib,id_xtehr,path_xtehr,short_xtehr,definition_xtehr,type_xtehr,card._xtehr,binding_xtehr
EHDSServiceRequest.header.language,,,,,,,,,,,EHDSServiceRequest.header.language,EHDSServiceRequest.header.language,Language in which the resource is written. Language is expressed by the IETF language tag.,Language in which the resource is written. Language is expressed by the IETF language tag.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'BCP 47'}"
EHDSServiceRequest.serviceText,OrderData.ClinicalQuestion,ClinicalQuestion,OrderData.ClinicalQuestion,NL: Vraagstelling,ST,0..1,data,NL-CM:22.2.6,Description of the question to which the requester hopes to receive an answer. This is especially important for actions whose outcome requires interpretation from the performer.,,EHDSServiceRequest.serviceText,EHDSServiceRequest.serviceText,Service text,Textual description of the requested service,string,0..1,
EHDSServiceRequest.serviceCode,,,,,,,,,,,EHDSServiceRequest.serviceCode,EHDSServiceRequest.serviceCode,Service code,"A code that identifies a particular service (i.e., procedure, diagnostic investigation, or panel of investigations) that have been requested.",CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'LOINC, NPU, SNOMED CT'}"
EHDSServiceRequest.reasonCode,OrderData.OrderReason,OrderReason,OrderData.OrderReason,NL: RedenAanvraag,ST,0..1,data,NL-CM:22.2.5,"Context of the order, which is relevant for the execution.",,EHDSServiceRequest.reasonCode,EHDSServiceRequest.reasonCode,Reason code,Health conditions affecting the health of the patient and are important to be known for a health professional during a health encounter. Clinical conditions of the subject relevant for the results interpretation.,CodeableConcept,0..*,"{'strength': 'preferred', 'description': 'ICD-10 (ICD-11 when available), SNOMED CT, Orphacode'}"
EHDSServiceRequest.quantity,,,,,,,,,,,EHDSServiceRequest.quantity,EHDSServiceRequest.quantity,Quantity,Amount of requested services of the same type,Quantity,0..1,
EHDSServiceRequest.anatomicLocation,,,,,,,,,,,EHDSServiceRequest.anatomicLocation,EHDSServiceRequest.anatomicLocation,Anatomic location,Anatomic location and laterality where the procedure should be performed. This is the target site.,EHDSBodyStructure,0..*,
EHDSServiceRequest.reasonReference[x],,,,,,,,,,,EHDSServiceRequest.reasonReference[x],EHDSServiceRequest.reasonReference[x],Reason reference,Indicates another resource that provides a justification for why this service is being requested.,EHDSObservation,0..*,
EHDSServiceRequest.priority,,,,,,,,,,,EHDSServiceRequest.priority,EHDSServiceRequest.priority,Priority,Indicates how quickly the ServiceRequest should be addressed with respect to other requests.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'HL7 Request priority'}"
EHDSServiceRequest.supportingInformation[x],OrderData.Comment,Comment,OrderData.Comment,NL: Opmerking,ST,0..1,data,NL-CM:22.2.8,Additional information that is important for the execution of the order and which cannot be described in any of the other elements.,LOINC: 48767-8 Annotation comment [Interpretation] Narrative,EHDSServiceRequest.supportingInformation[x],EHDSServiceRequest.supportingInformation[x],Supporting information,"Health conditions relevant for the results interpretation, e.g. fasting status, sex for clinical use, etc.",EHDSObservation,0..*,
EHDSServiceRequest.specimen,,,,,,,,,,,EHDSServiceRequest.specimen,EHDSServiceRequest.specimen,Specimen,Specimens to be used by the laboratory procedure,EHDSSpecimen,0..*,
EHDSServiceRequest.encounter,,,,,,,,,,,EHDSServiceRequest.encounter,EHDSServiceRequest.encounter,Encounter,An encounter that provides additional information about the healthcare context in which this request is made.,EHDSEncounter,0..1,
EHDSServiceRequest.occurrence[x],,,,,,,,,,,EHDSServiceRequest.occurrence[x],EHDSServiceRequest.occurrence[x],Occurrence,When service should occur,dateTime,0..1,
EHDSServiceRequest.patientInstructions,,,,,,,,,,,EHDSServiceRequest.patientInstructions,EHDSServiceRequest.patientInstructions,Patient instructions,Patient or consumer-oriented instructions,string,0..1,
EHDSServiceRequest.coverage,,,,,,,,,,,EHDSServiceRequest.coverage,EHDSServiceRequest.coverage,Coverage,Insurance or medical plan or a payment agreement.,EHDSCoverage,0..*,
,OrderData.Requester::HealthProfessional,Requester::HealthProfessional,OrderData.Requester::HealthProfessional,NL: Aanvrager::Zorgverlener,,1,"data,reference",NL-CM:22.2.4,"The person who ordered the action (procedure, test, etc.).",,,,,,,,
,OrderData.OrderDateTime,OrderDateTime,OrderData.OrderDateTime,NL: AanvraagDatumTijd,TS,1,data,NL-CM:22.2.2,Date and if relevant time when the order is made.,,,,,,,,
,OrderData.OrderId,OrderId,OrderData.OrderId,NL: Aanvraagnummer,II,1,data,NL-CM:22.2.3,Order identification number.,,,,,,,,
,OrderData.Status,Status,OrderData.Status,NL: Status,CD,1,data,NL-CM:22.2.7,"Status of the order in the ordering process, such as e.g. 'requested', 'planned', 'completed'",,,,,,,,
