xtehr,zib,name_zib,path_zib,alias_zib,type_zib,card._zib,stereotype_zib,id_zib,definition_zib,definitioncode_zib,id_xtehr,path_xtehr,short_xtehr,definition_xtehr,type_xtehr,card._xtehr,binding_xtehr
EHDSDeviceUse,MedicalDevice,MedicalDevice,MedicalDevice,NL: MedischHulpmiddel,,,rootconcept,NL-CM:10.1.1,Root concept of the MedicalDevice information model. This root concept contains all data elements of the MedicalDevice information model.,SNOMED CT: 49062001 Device,EHDSDeviceUse,EHDSDeviceUse,Device use model,EHDS refined base model for device use information,,0..*,
EHDSDeviceUse.bodySite,MedicalDevice.AnatomicalLocation,AnatomicalLocation,MedicalDevice.AnatomicalLocation,NL: AnatomischeLocatie,,0..1,"data,reference",NL-CM:10.1.15,Patient’s anatomical location of the medical device used.,SNOMED CT: 363698007 Finding site,EHDSDeviceUse.bodySite,EHDSDeviceUse.bodySite,Anatomical location of the device. May include laterality.,Anatomical location of the device. May include laterality.,EHDSBodyStructure,0..1,
EHDSDeviceUse.device[x],,,,,,,,,,,EHDSDeviceUse.device[x],EHDSDeviceUse.device[x],The details of the device used.,The details of the device used.,CodeableConcept,1..1,
EHDSDeviceUse.endDate,MedicalDevice.EndDate,EndDate,MedicalDevice.EndDate,NL: EindDatum,TS,0..1,data,NL-CM:10.1.14,"The end date of the last use or explant of the medical device. A ‘vague’ date, such as only the year, is permitted.",,EHDSDeviceUse.endDate,EHDSDeviceUse.endDate,Date when the device was explanted from the patient or the external device was no longer in use.,Date when the device was explanted from the patient or the external device was no longer in use.,dateTime,0..1,
EHDSDeviceUse.header,,,,,,,,,,,EHDSDeviceUse.header,EHDSDeviceUse.header,Common header for all patient-related data,Common header for all patient-related data,Base,1..1,
EHDSDeviceUse.header.authorship,,,,,,,,,,,EHDSDeviceUse.header.authorship,EHDSDeviceUse.header.authorship,Authorship,Resource authoring details,Base,1..*,
EHDSDeviceUse.header.authorship.author[x],,,,,,,,,,,EHDSDeviceUse.header.authorship.author[x],EHDSDeviceUse.header.authorship.author[x],Author,Author(s) by whom the resource was/were authored. Multiple authors could be provided.,EHDSHealthProfessional,1..1,
EHDSDeviceUse.header.authorship.datetime,,,,,,,,,,,EHDSDeviceUse.header.authorship.datetime,EHDSDeviceUse.header.authorship.datetime,Date and time of authoring/issuing,Date and time of the issuing the document/resource by its author.,dateTime,1..1,
EHDSDeviceUse.header.identifier,,,,,,,,,,,EHDSDeviceUse.header.identifier,EHDSDeviceUse.header.identifier,Business identifier for the object,Business identifier for the object,Identifier,0..*,
EHDSDeviceUse.header.language,,,,,,,,,,,EHDSDeviceUse.header.language,EHDSDeviceUse.header.language,Language,Language in which the resource is written. Language is expressed by the IETF language tag.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'BCP 47'}"
EHDSDeviceUse.header.lastUpdate,,,,,,,,,,,EHDSDeviceUse.header.lastUpdate,EHDSDeviceUse.header.lastUpdate,Date and time of the last update to the resource,Date and time of the last update to the document/information,dateTime,0..1,
EHDSDeviceUse.header.status,,,,,,,,,,,EHDSDeviceUse.header.status,EHDSDeviceUse.header.status,Current status of the device usage.,Status of the resource,CodeableConcept,1..1,"{'strength': 'preferred', 'description': 'HL7 device-statement-status'}"
EHDSDeviceUse.header.statusReason[x],,,,,,,,,,,EHDSDeviceUse.header.statusReason[x],EHDSDeviceUse.header.statusReason[x],Reason for the current status of the resource.,Reason for the current status of the resource.,CodeableConcept,0..1,
EHDSDeviceUse.header.subject,,,,,,,,,,,EHDSDeviceUse.header.subject,EHDSDeviceUse.header.subject,Subject,Patient/subject information,EHDSPatient,1..1,
EHDSDeviceUse.header.version,,,,,,,,,,,EHDSDeviceUse.header.version,EHDSDeviceUse.header.version,Version,Business version of the resource.,string,0..1,
EHDSDeviceUse.note,MedicalDevice.Comment,Comment,MedicalDevice.Comment,NL: Toelichting,ST,0..1,data,NL-CM:10.1.10,Comment about use or information on the medical device used.,LOINC: 48767-8 Annotation comment [Interpretation] Narrative,EHDSDeviceUse.note,EHDSDeviceUse.note,"Note about the device statement that were not represented at all or sufficiently in one of the attributes provided in a class. These may include for example a comment, an instruction, or a note associated with the statement.","Note about the device statement that were not represented at all or sufficiently in one of the attributes provided in a class. These may include for example a comment, an instruction, or a note associated with the statement.",string,0..*,
EHDSDeviceUse.presentedForm,,,,,,,,,,,EHDSDeviceUse.presentedForm,EHDSDeviceUse.presentedForm,"A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document","A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document",EHDSAttachment,0..*,
EHDSDeviceUse.reason[x],MedicalDevice.Indication::Diagnosis,Indication::Diagnosis,MedicalDevice.Indication::Diagnosis,NL: Indicatie::Diagnose,,0..*,"context,reference",NL-CM:10.1.17,The diagnosis as indication for the medical device.,,EHDSDeviceUse.reason[x],EHDSDeviceUse.reason[x],Reason or justification for the use of the device.,Reason or justification for the use of the device.,CodeableConcept,0..*,
EHDSDeviceUse.recorded,,,,,,,,,,,,,,,,,
EHDSDeviceUse.source[x],,,,,,,,,,,EHDSDeviceUse.source[x],EHDSDeviceUse.source[x],Who reported the device was being used by the patient.,Who reported the device was being used by the patient.,EHDSPatient,0..1,
EHDSDeviceUse.startDate,MedicalDevice.StartDate,StartDate,MedicalDevice.StartDate,NL: BeginDatum,TS,0..1,data,NL-CM:10.1.11,"The start date of the first use or implant of the medical device. A ‘vague’ date, such as only the year, is permitted.",,EHDSDeviceUse.startDate,EHDSDeviceUse.startDate,Date when the device was implantable to the patient or the external device was first in use.,Date when the device was implantable to the patient or the external device was first in use.,dateTime,0..1,
EHDSDeviceUse.status,,,,,,,,,,,,,,,,,
,MedicalDevice.HealthProfessional,HealthProfessional,MedicalDevice.HealthProfessional,NL: Zorgverlener,,0..1,"context,reference",NL-CM:10.1.9,The health professional involved in the indication for use of the medical device implant.,,,,,,,,
,MedicalDevice.Location::HealthcareProvider,Location::HealthcareProvider,MedicalDevice.Location::HealthcareProvider,NL: Locatie::Zorgaanbieder,,0..1,"context,reference",NL-CM:10.1.8,The healthcare provider where use of the medical device was initiated or where the aid was implanted.,,,,,,,,
,MedicalDevice.ProductDescription,ProductDescription,MedicalDevice.ProductDescription,NL: ProductOmschrijving,ST,0..1,data,NL-CM:10.1.13,Textual description of the product.,,,,,,,,
