xtehr,zib,name_zib,path_zib,alias_zib,type_zib,card._zib,stereotype_zib,id_zib,definition_zib,definitioncode_zib,id_xtehr,path_xtehr,short_xtehr,definition_xtehr,type_xtehr,card._xtehr,binding_xtehr
EHDSCondition.header.authorship,,,,,,,,,,,EHDSCondition.header.authorship,EHDSCondition.header.authorship,Authorship,Resource authoring details,Base,1..*,
EHDSCondition.header.authorship.author[x],,,,,,,,,,,EHDSCondition.header.authorship.author[x],EHDSCondition.header.authorship.author[x],Author,Author(s) by whom the resource was/were authored. Multiple authors could be provided.,EHDSHealthProfessional,1..1,
EHDSCondition.header.authorship.datetime,,,,,,,,,,,EHDSCondition.header.authorship.datetime,EHDSCondition.header.authorship.datetime,Date and time of authoring/issuing,Date and time of the issuing the document/resource by its author.,dateTime,1..1,
EHDSCondition.header.identifier,,,,,,,,,,,EHDSCondition.header.identifier,EHDSCondition.header.identifier,Business identifier for the object,Business identifier for the object,Identifier,0..*,
EHDSCondition.header.language,,,,,,,,,,,EHDSCondition.header.language,EHDSCondition.header.language,Language,Language in which the resource is written. Language is expressed by the IETF language tag.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'BCP 47'}"
EHDSCondition.header.lastUpdate,,,,,,,,,,,EHDSCondition.header.lastUpdate,EHDSCondition.header.lastUpdate,Date and time of the last update to the resource,Date and time of the last update to the document/information,dateTime,0..1,
EHDSCondition.header.status,,,,,,,,,,,EHDSCondition.header.status,EHDSCondition.header.status,Status of the resource,Status of the resource,CodeableConcept,1..1,
EHDSCondition.header.statusReason[x],,,,,,,,,,,EHDSCondition.header.statusReason[x],EHDSCondition.header.statusReason[x],Reason for the current status of the resource.,Reason for the current status of the resource.,CodeableConcept,0..1,
EHDSCondition.header.subject,,,,,,,,,,,EHDSCondition.header.subject,EHDSCondition.header.subject,Subject,Patient/subject information,EHDSPatient,1..1,
EHDSCondition.header.version,,,,,,,,,,,EHDSCondition.header.version,EHDSCondition.header.version,Version,Business version of the resource.,string,0..1,
EHDSCondition.onsetDate,Condition.PeriodPresent::TimeInterval,PeriodPresent::TimeInterval,Condition.PeriodPresent::TimeInterval,NL: PeriodeAanwezig::TijdsInterval,,1,"data,reference",NL-CM:5.4.8,The period in which the condition is (was) present.,,EHDSCondition.onsetDate,EHDSCondition.onsetDate,Onset date of a problem/condition,Onset date of a problem/condition,dateTime,0..1,
EHDSCondition.presentedForm,,,,,,,,,,,EHDSCondition.presentedForm,EHDSCondition.presentedForm,"A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document","A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document",EHDSAttachment,0..*,
EHDSCondition.problem,Diagnosis.DiagnosisNameData.DiagnosisName,DiagnosisName,Diagnosis.DiagnosisNameData.DiagnosisName,NL: DiagnoseNaam,CD,1,data,NL-CM:5.6.7,The term with associated code that the care professional selects from the used code system with conditions.,SNOMED CT: 439401001 Diagnosis,EHDSCondition.problem,EHDSCondition.problem,"Code identifying the condition, problem or diagnosis","Code identifying the condition, problem or diagnosis",CodeableConcept,1..1,"{'strength': 'preferred', 'description': 'ICD-10, SNOMED CT, ICD-O, Orphacode if rare disease is diagnosed'}"
EHDSCondition.problemStatus,Condition.Course,Course,Condition.Course,NL: Beloop,CD,0..1,data,NL-CM:5.4.5,"The course of the condition. This is independent of the diagnostic insight for the condition. The course indicates how the condition is developing: such as stable, progression, remission, etc..",,EHDSCondition.problemStatus,EHDSCondition.problemStatus,"Status of the condition/problem (active, resolved, inactive, ...)","Status of the condition/problem (active, resolved, inactive, ...)",CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'HL7 Condition Clinical Status Codes'}"
EHDSCondition.resolutionCircumstances,,,,,,,,,,,EHDSCondition.resolutionCircumstances,EHDSCondition.resolutionCircumstances,"Describes the reason for which the status of the problem changed from current to inactive (e.g. surgical procedure, medical treatment, etc.).","This field includes free text if the resolution circumstances are not already included in other fields such as surgical procedure, medical device, etc., e.g. hepatic cystectomy (this will be the resolution circumstances for the problem ""hepatic cyst"" and will be included in surgical procedures).",string,0..*,
EHDSCondition.severity,Condition.Severity,Severity,Condition.Severity,NL: Ernst,CD,1,data,NL-CM:5.4.6,"Indication of the severity of the condition. A condition may cause few or mild symptoms and yet be serious, but the reverse is also possible.",SNOMED CT: 246112005 Severity,EHDSCondition.severity,EHDSCondition.severity,A subjective assessment of the severity of the condition as evaluated by the clinician.,A subjective assessment of the severity of the condition as evaluated by the clinician.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'HL7 Condition/Diagnosis Severity; SNOMED CT'}"
EHDSCondition.specialistContact,,,,,,,,,,,EHDSCondition.specialistContact,EHDSCondition.specialistContact,"Health Professional who may be specifically related to the problem, as a preferred contact.","Health Professional who may be specifically related to the problem, as a preferred contact.",EHDSHealthProfessional,0..*,
EHDSCondition.stage,,,,,,,,,,,EHDSCondition.stage,EHDSCondition.stage,Stage/grade usually assessed formally using a specific staging/grading system. Multiple assessment systems could be used.,Stage/grade usually assessed formally using a specific staging/grading system. Multiple assessment systems could be used.,CodeableConcept,0..*,"{'strength': 'preferred', 'description': 'e.g. TNM, ICD-O-3, Bi-Rads, Li-Rads, …'}"
,Condition.Comment,Comment,Condition.Comment,NL: Toelichting,ST,0..1,data,NL-CM:5.4.7,"A comment in free text with respect to the condition, that is not represented by the other data elements in the information model.",LOINC: 48767-8 Annotation comment [Interpretation] Narrative,,,,,,,
,Condition.StatusDate,StatusDate,Condition.StatusDate,NL: StatusDatum,TS,1,data,NL-CM:5.4.3,The moment from when the data regarding the condition apply. It may be a vague moment.,SNOMED CT: 350351000146106 Date health condition changed,,,,,,,
,Diagnosis.Comment,Comment,Diagnosis.Comment,NL: Toelichting,ST,0..1,data,NL-CM:5.6.11,"A comment in free text with respect to the diagnosis, that is not represented by the other data elements in the information model.",LOINC: 48767-8 Annotation comment [Interpretation] Narrative,,,,,,,
,Diagnosis.Condition,Condition,Diagnosis.Condition,NL: AandoeningOfGesteldheid,,0..1,"data,reference",NL-CM:5.6.10,The Condition to which the Diagnosis applies.,,,,,,,,
,Diagnosis.DiagnosisNameData,DiagnosisNameData,Diagnosis.DiagnosisNameData,NL: DiagnoseNaamGegevens,,1..*,container,NL-CM:5.6.6,"Container of the DiagnosisNameData concept. This container contains all data elements of the DiagnosisNameData concept.
Represents a disease or physiological condition as part of the diagnosis.",,,,,,,,
,Diagnosis.DiagnosisNameData.FurtherSpecificationDiagnosisName,FurtherSpecificationDiagnosisName,Diagnosis.DiagnosisNameData.FurtherSpecificationDiagnosisName,NL: NadereSpecificatieDiagnoseNaam,ST,0..1,data,NL-CM:5.6.8,"A more detailed description of the DiagnosisName in free text, when this detail is not available in the used code list.",,,,,,,,
,Diagnosis.IsComplication,IsComplication,Diagnosis.IsComplication,NL: IsComplicatie,BL,0..1,data,NL-CM:5.6.12,Indicates whether or not the diagnosis involves a complication.,,,,,,,,
,Diagnosis.MethodOfConfirmation,MethodOfConfirmation,Diagnosis.MethodOfConfirmation,NL: WijzeVanVaststellen,CD,1,data,NL-CM:5.6.5,"The method that the care professional used to diagnose the condition, such as history taking only, history taking and physical examination or additional diagnostic examination.",SNOMED CT: 418775008 Finding method,,,,,,,
,Diagnosis.Reason,Reason,Diagnosis.Reason,NL: Aanleiding,,0..*,container,NL-CM:5.6.13,Container of the Reason concept.This container contains all data elements of the Reason concept.,,,,,,,,
,Diagnosis.Reason.Diagnosis,Diagnosis,Diagnosis.Reason.Diagnosis,NL: Diagnose,,(0..1),"data,reference",NL-CM:5.6.16,The diagnosis with regard to another condition that is seen as a reason for the condition with the current diagnosis.,,,,,,,,
,Diagnosis.Reason.Incident,Incident,Diagnosis.Reason.Incident,NL: Incident,CD,(0..1),data,NL-CM:5.6.14,"The unintended event during the care process that has led, could have led or could (still) lead to harm to the patient.",SNOMED CT: 418019003 Accidental event,,,,,,,
,Diagnosis.Reason.Procedure,Procedure,Diagnosis.Reason.Procedure,NL: Verrichting,,(0..1),"data,reference",NL-CM:5.6.15,The procedure that gave rise to the condition to which the diagnosis relates.,SNOMED CT: 71388002 Procedure,,,,,,,
