xtehr,zib,name_zib,path_zib,alias_zib,type_zib,card._zib,stereotype_zib,id_zib,definition_zib,definitioncode_zib,id_xtehr,path_xtehr,short_xtehr,definition_xtehr,type_xtehr,card._xtehr,binding_xtehr
EHDSMedicationPrescription.prescriptionItem.offLabel.reason[x],,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.offLabel.reason[x],EHDSMedicationPrescription.prescriptionItem.offLabel.reason[x],Reason or related clarification for off-label use,Reason or related clarification for off-label use,CodeableConcept,0..*,
EHDSMedicationPrescription.prescriptionItem.preparationInstructions,AdditionalWishes,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.preparationInstructions,EHDSMedicationPrescription.prescriptionItem.preparationInstructions,Additional instructions about preparation or dispense,Additional instructions about preparation or dispense,string,0..1,
EHDSMedicationPrescription.prescriptionItem.prescriptionIntent,,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.prescriptionIntent,EHDSMedicationPrescription.prescriptionItem.prescriptionIntent,"Intent of the prescription - prophylaxis, treatment, anesthesia, etc","Intent of the prescription - prophylaxis, treatment, anesthesia, etc",CodeableConcept,0..1,
EHDSMedicationPrescription.prescriptionItem.quantityPrescribed,Amount,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.quantityPrescribed,EHDSMedicationPrescription.prescriptionItem.quantityPrescribed,Overall quantity of prescribed product (e.g number of packages or number of tablets).,Overall quantity of prescribed product (e.g number of packages or number of tablets).,Quantity,0..1,"{'strength': 'preferred', 'description': 'UCUM, EDQM Standard Terms'}"
EHDSMedicationPrescription.prescriptionItem.repeatsAllowed,NumberOfRefills,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.repeatsAllowed,EHDSMedicationPrescription.prescriptionItem.repeatsAllowed,Number of refills authorized,How many times the prescription item can be dispensed in addition to the original dispense.,integer,0..1,
EHDSMedicationPrescription.prescriptionItem.status,DispenseRequestStatus,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.status,EHDSMedicationPrescription.prescriptionItem.status,"Status of a single item of a multi-item prescription. In case of single-item prescriptions, the status of prescription has the same meaning as the status of the item.","Status of a single item of a multi-item prescription. In case of single-item prescriptions, the status of prescription has the same meaning as the status of the item.",CodeableConcept,1..1,
EHDSMedicationPrescription.prescriptionItem.statusReason[x],,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.statusReason[x],EHDSMedicationPrescription.prescriptionItem.statusReason[x],"Reason for the current status of prescription, for example the reason why the prescription was made invalid or why the prescription was changed from previous","Reason for the current status of prescription, for example the reason why the prescription was made invalid or why the prescription was changed from previous",CodeableConcept,0..1,
EHDSMedicationPrescription.prescriptionItem.substitution,,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.substitution,EHDSMedicationPrescription.prescriptionItem.substitution,Whether and which type of substitution is allowed for this medication treatment item,Whether and which type of substitution is allowed for this medication treatment item,Base,0..1,
EHDSMedicationPrescription.prescriptionItem.substitution.allowed[x],,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.substitution.allowed[x],EHDSMedicationPrescription.prescriptionItem.substitution.allowed[x],Whether and to what extent substitution is allowed.,Whether and to what extent substitution is allowed.,boolean,0..1,
EHDSMedicationPrescription.prescriptionItem.substitution.reason[x],,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.substitution.reason[x],EHDSMedicationPrescription.prescriptionItem.substitution.reason[x],"Reason for the substitution requirement (e.g. Biological product, Patient allergic to an excipient in alternative products, etc)","Reason for the substitution requirement (e.g. Biological product, Patient allergic to an excipient in alternative products, etc)",CodeableConcept,0..1,
EHDSMedicationPrescription.prescriptionItem.treatmentPeriod,SupplyPeriod::TimeInterval,,,,,,,,,,EHDSMedicationPrescription.prescriptionItem.treatmentPeriod,EHDSMedicationPrescription.prescriptionItem.treatmentPeriod,"Period over which the medication is to be taken (in case of multiple dosaging schemes, this would be the overall period of all dosages.)","Period over which the medication is to be taken (in case of multiple dosaging schemes, this would be the overall period of all dosages.)",Period,0..1,
EHDSMedicationPrescription.presentedForm,,,,,,,,,,,EHDSMedicationPrescription.presentedForm,EHDSMedicationPrescription.presentedForm,"Entire prescription as issued. Various formats could be provided, PDF format is recommended.","A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document",EHDSAttachment,0..*,
,,AdditionalWishes,DispenseRequest.AdditionalWishes,NL: AanvullendeWensen,CD,0..*,data,NL-CM:9.10.22759,"Logistics and other instructions such as: do not enter in GDS, urgent, purposeful deviation, etc.",,,,,,,,
,,Amount,DispenseRequest.Amount,NL: TeVerstrekkenHoeveelheid,PQ,0..1,data,NL-CM:9.10.19964,This is the number of units of the ordered product per dispense. The number of refills indicates how often this amount is allowed to be dispensed. Optionally a translation to NHG table Gebruiksvoorschriften (Table 25) is also allowed.,,,,,,,,
,,Comment,DispenseRequest.Comment,NL: Toelichting,ST,0..1,data,NL-CM:9.10.22274,"Explanation for the dispense request. 
 
This explanation can contain e.g. information on why a prescriber submits a dispense request that deviates from the norm, e.g. an extra dispense request needed because the patient has lost the medication.",LOINC: 48767-8 Annotation comment [Interpretation] Narrative,,,,,,,
,,DispenseLocation,DispenseRequest.DispenseLocation,NL: Afleverlocatie,ST,0..1,data,NL-CM:9.10.20068,Dispense location.,,,,,,,,
,,DispenseRequestDate,DispenseRequest.DispenseRequestDate,NL: VerstrekkingsverzoekDatum,TS,0..1,data,NL-CM:9.10.20060,Time at which the dispense request is entered.,,,,,,,,
,,DispenseRequestStatus,DispenseRequest.DispenseRequestStatus,NL: VerstrekkingsverzoekStatus,CD,1,data,NL-CM:9.10.22760,"Status of the order in the ordering process, such as e.g. 'cancelled', 'ordered'",,,,,,,,
,,IntendedSupplier::HealthcareProvider,DispenseRequest.IntendedSupplier::HealthcareProvider,NL: BeoogdVerstrekker::Zorgaanbieder,,0..1,"context,reference",NL-CM:9.10.19966,The intended supplier is a pharmacist.,,,,,,,,
,,MedicineToBeDispensed::PharmaceuticalProduct,DispenseRequest.MedicineToBeDispensed::PharmaceuticalProduct,NL: TeVerstrekkenGeneesmiddel::FarmaceutischProduct,,1,"data,reference",NL-CM:9.10.22249,The medicine to be dispensed.,,,,,,,,
,,NumberOfRefills,DispenseRequest.NumberOfRefills,NL: AantalHerhalingen,INT,0..1,data,NL-CM:9.10.22120,"The number of additional times the medication may be dispensed after the first time. 
In the case of Amount: The total amount that may be dispensed is: (Number of refills + 1) x amount to be dispensed.
In the case of Period of Use:The total period of use is: (Number of refills + 1) x period of use",,,,,,,,
,,SupplyPeriod::TimeInterval,DispenseRequest.SupplyPeriod::TimeInterval,NL: Verbruiksperiode::TijdsInterval,,0..1,"data,reference",NL-CM:9.10.20062,"During the approved period of use, the pharmacist has permission to dispense medicine so that the patient has a sufficient amount of medication.

In many cases, the approved supply period can be described by only an end date: the approved end date of use. 

Toegestane eenheden voor de duur zijn:  uur, dag, week, jaar.",,,,,,,,
