xtehr,zib,name_zib,path_zib,alias_zib,type_zib,card._zib,stereotype_zib,id_zib,definition_zib,definitioncode_zib,id_xtehr,path_xtehr,short_xtehr,definition_xtehr,type_xtehr,card._xtehr,binding_xtehr
EHDSMedication.item.containedQuantity,PharmaceuticalProduct.ProductSpecifications.Ingredient.Concentration.ProductAmount,ProductAmount,PharmaceuticalProduct.ProductSpecifications.Ingredient.Concentration.ProductAmount,NL: ProductHoeveelheid,PQ,0..1,data,NL-CM:9.7.22278,Amount of the product. This is the denominator for the calculation of the concentration. Optionally a translation to NHG table Gebruiksvoorschriften (Table 25) is also allowed.,,EHDSMedication.item.containedQuantity,EHDSMedication.item.containedQuantity,Manufactured item quantity for liquids (3ml / 1 vial),Manufactured item quantity for liquids (3ml / 1 vial),Ratio,0..1,
EHDSMedication.item.doseForm,PharmaceuticalProduct.ProductSpecifications.PharmaceuticalForm,PharmaceuticalForm,PharmaceuticalProduct.ProductSpecifications.PharmaceuticalForm,NL: FarmaceutischeVorm,CD,0..1,data,NL-CM:9.7.19931,"The pharmaceutical form indicates the form of the medication. Examples include: tablet, suppository, infusion liquid, ointment. If the product has a GPK code in the G standard, the form will be known in the G standard. For products without a code (free text, preparation by the pharmacy), the means of administration can be entered.",,EHDSMedication.item.doseForm,EHDSMedication.item.doseForm,Dose form,Dose form,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'EDQM Standard Terms'}"
EHDSMedication.item.ingredient,PharmaceuticalProduct.ProductSpecifications.Ingredient,Ingredient,PharmaceuticalProduct.ProductSpecifications.Ingredient,NL: Ingredient,,0..*,container,NL-CM:9.7.19932,"Container of the Ingredient concept. This container contains all data elements of the Ingredient concept. 
A product contains one or more active substances and excipients. These are usually determined by the product code. For medication prepared or compounded by the local pharmacy, each ingredient must be entered separately. 

The active substances play an important role, as they: 
a) determine the pharmacotherapeutic effect of the medication and 
b) serve as the basis for the indication of the strength of the medication (e.g. 200 mg).",,EHDSMedication.item.ingredient,EHDSMedication.item.ingredient,Ingredients,Ingredients,Base,1..*,
EHDSMedication.item.ingredient.isActive,,,,,,,,,,,EHDSMedication.item.ingredient.isActive,EHDSMedication.item.ingredient.isActive,"Marks if the ingredient is considered an active ingredient. Typically excipients are not needed, so by default active ingredients are expected.","Marks if the ingredient is considered an active ingredient. Typically excipients are not needed, so by default active ingredients are expected.",boolean,0..1,
EHDSMedication.item.ingredient.strengthInfo,,,,,,,,,,,EHDSMedication.item.ingredient.strengthInfo,EHDSMedication.item.ingredient.strengthInfo,Strength of the product - amount of substance per unit,Strength of the product - amount of substance per unit,Base,0..1,
EHDSMedication.item.ingredient.strengthInfo.basisOfStrengthSubstance,,,,,,,,,,,EHDSMedication.item.ingredient.strengthInfo.basisOfStrengthSubstance,EHDSMedication.item.ingredient.strengthInfo.basisOfStrengthSubstance,"Substance that the strength refers to, in case it's different from the main substance","Substance that the strength refers to, in case it's different from the main substance",CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'EMA SPOR SMS'}"
EHDSMedication.item.ingredient.strengthInfo.strength,PharmaceuticalProduct.ProductSpecifications.Ingredient.Concentration,Concentration,PharmaceuticalProduct.ProductSpecifications.Ingredient.Concentration,NL: Sterkte,,0..1,container,NL-CM:9.7.19933,"The relative amount of this ingredient in this product.  
Calculation of Concentration = Ingredient Amount ÷ Product Amount. 
 
This could be a concentration if the medication is dissolved in liquid, for example.",,EHDSMedication.item.ingredient.strengthInfo.strength,EHDSMedication.item.ingredient.strengthInfo.strength,"Concentration or presentation strength, e.g 100mg/1ml or 500mg per 1 tablet","Concentration or presentation strength, e.g 100mg/1ml or 500mg per 1 tablet",Ratio,1..1,
EHDSMedication.item.ingredient.substance,PharmaceuticalProduct.ProductSpecifications.Ingredient.SubstanceCode,SubstanceCode,PharmaceuticalProduct.ProductSpecifications.Ingredient.SubstanceCode,NL: IngredientCode,CD,0..1,data,NL-CM:9.7.19934,"Active substance or excipient. 
Here, the same codes can be used as for the ProductCode (for dilutions and compounds in particular), but now, the SSK and SNK codes can also be used to indicate a substance (to list ingredients of local products prepared by the pharmacy).
-  GTIN International Article Number 
-  Z-index number (ZI-number) 
-  Trade product code (HPK) 
-  Prescription code (PRK) 
-  Generic product code (GPK) 
-  Anatomic therapeutic classification (ATC) 
-  Substance name code (SNK) 
-  Substance name code with route of administration (SKK)",,EHDSMedication.item.ingredient.substance,EHDSMedication.item.ingredient.substance,Substance,Substance,CodeableConcept,1..1,"{'strength': 'preferred', 'description': 'EMA SPOR SMS'}"
EHDSMedication.item.packageType,,,,,,,,,,,EHDSMedication.item.packageType,EHDSMedication.item.packageType,Type of package of the medication item,Type of package of the medication item,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'EDQM Standard Terms for packaging.'}"
EHDSMedication.item.unitOfPresentation,,,,,,,,,,,EHDSMedication.item.unitOfPresentation,EHDSMedication.item.unitOfPresentation,"Unit of presentation for the manufactured item (tablet, vial, tube). Typically, the smallest countable object in the package.","Unit of presentation for the manufactured item (tablet, vial, tube). Typically, the smallest countable object in the package.",CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'EDQM Standard Terms'}"
EHDSMedication.marketingAuthorisationHolder,,,,,,,,,,,EHDSMedication.marketingAuthorisationHolder,EHDSMedication.marketingAuthorisationHolder,Marketing authorisation holder or manufacturer of the medicinal product. Relevant for identifying the exact product.,Marketing authorisation holder or manufacturer of the medicinal product. Relevant for identifying the exact product.,Base,0..1,
EHDSMedication.marketingAuthorisationHolder.organisationIdentifier,,,,,,,,,,,EHDSMedication.marketingAuthorisationHolder.organisationIdentifier,EHDSMedication.marketingAuthorisationHolder.organisationIdentifier,Identifier of the organisation and/or its physical location,Identifier of the organisation and/or its physical location,Identifier,0..*,
EHDSMedication.marketingAuthorisationHolder.organisationName,,,,,,,,,,,EHDSMedication.marketingAuthorisationHolder.organisationName,EHDSMedication.marketingAuthorisationHolder.organisationName,Name of the organisation holding the authorisation for marketing/mahufacturing,Name of the organisation holding the authorisation for marketing/mahufacturing,string,0..1,
EHDSMedication.packSize,,,,,,,,,,,EHDSMedication.packSize,EHDSMedication.packSize,Overall amount of product in one package (100ml; 20 tablets; 1 creme & 6 pessaries),Overall amount of product in one package (100ml; 20 tablets; 1 creme & 6 pessaries),Quantity,0..*,"{'strength': 'preferred', 'description': 'UCUM for units of measure. EDQM Standard Terms for units of presentation.'}"
EHDSMedication.productName,PharmaceuticalProduct.ProductSpecifications.Medication,Medication,PharmaceuticalProduct.ProductSpecifications.Medication,NL: ProductNaam,ST,0..1,data,NL-CM:9.7.19929,"For medication which has no code, enter the complete name of the pharmaceutical product here.",,EHDSMedication.productName,EHDSMedication.productName,"Name of the product (full name, invented name, other). When the product has different names, the appropriate one for the context should be used. Translations of names can be provided.","Name of the product (full name, invented name, other). When the product has different names, the appropriate one for the context should be used. Translations of names can be provided.",string,0..1,
,PharmaceuticalProduct.MedicationCode,MedicationCode,PharmaceuticalProduct.MedicationCode,NL: ProductCode,CD,0..1,data,NL-CM:9.7.19927,"Coding medication in the Netherlands is done on the basis of the G standard (issued by Z index), which is filled under the direction of KNMP. 
The coded medication can be expressed as:
-  Global Trade Item Number (GTIN) 
-  Z index number (ZI number) 
-  Trade product code (HPK) 
-  Prescription code (PRK) 
-  Generic product code (GPK) 
-  Anatomic Therapeutic Classification code (ATC) 
-  SNOMED CT code
The GTIN enables identification of the product including its origin with a barcode.
The ZI number represents the trade product and the package size. 
The HPK is the code for the trade product (with the brand name) as used per dose/per time the medication is taken (1 pill, 1 puff, 1ml).
The PRK contains als GPK information supplemented with information needed to prescribe the right product. This level is intended to facilitate generic prescription of drugs. 
The GPK defines the pharmaceutical characteristics of a product: ingredients, strengths, units, pharmaceutical form and route of administration. 
The Substance Name Code (SNK) is the (active) compound. 
Further information about the G Standaard levels see https://www.z-index.nl .
So-called 90.000.000 numbers are used in local IT systems. These numbers shall not be used for external communication. In this case only the description (not the code) may be included. This is in accordance with national agreements (Nictiz Standard).


SNOMED CT can be used as an alternative coding of a pharmaceutical product, it is used, for example, to more generically describe vaccinations from the National Vaccination Programme based on the combination of substances (e.g. DKTP vaccine). For vaccines registered in the past, a code from the G-standard is not always present, but it is recommended to record it for current processing. In addition, the SNOMED CT code can be registered as an alternative for the same product.",,,,,,,,
,PharmaceuticalProduct.ProductSpecifications,ProductSpecifications,PharmaceuticalProduct.ProductSpecifications,NL: ProductSpecificatie,,0..1,container,NL-CM:9.7.19928,"Container of the ProductSpecifications concept. This container contains all data elements of the ProductSpecifications concept. 
Product specifications are required if the product code is not sufficient to ascertain the active substances and strength.",,,,,,,,
,PharmaceuticalProduct.ProductSpecifications.Description,Description,PharmaceuticalProduct.ProductSpecifications.Description,NL: Omschrijving,ST,0..1,data,NL-CM:9.7.19784,"A textual description of the type of medication (including relevant properties of the composition and preparation method if possible), which is only used if no coded indication from the G Standard is available (historical data regarding magistral preparation which has been entered as free text instead of entering the substance codes).",,,,,,,,
,PharmaceuticalProduct.ProductSpecifications.Ingredient.Concentration.IngredientAmount,IngredientAmount,PharmaceuticalProduct.ProductSpecifications.Ingredient.Concentration.IngredientAmount,NL: IngredientHoeveelheid,PQ,0..1,data,NL-CM:9.7.22277,The amount and unit of this ingredient. This is the numerator for the calculation of the concentration. The unit should be selected from the G Standard (Table 902).,,,,,,,,
,PharmaceuticalProduct.ProductSpecifications.SerieNumber,SerieNumber,PharmaceuticalProduct.ProductSpecifications.SerieNumber,NL: SerieNummer,ST,0..1,data,NL-CM:9.7.22280,The serial number uniquely identifies the source of information of the dose itself. The number is constructed according to the GS1 standard AI(21). (https://www.gs1.nl/sectorafspraken-over-standaarden/unieke-identificatie-en-productdata-gezondheidszorg/gs1-barcodes-2#application-identifiers-ais),,,,,,,,
