xtehr,zib,name_zib,path_zib,alias_zib,type_zib,card._zib,stereotype_zib,id_zib,definition_zib,definitioncode_zib,id_xtehr,path_xtehr,short_xtehr,definition_xtehr,type_xtehr,card._xtehr,binding_xtehr
EHDSAllergyIntolerance.header.language,,,,,,,,,,,EHDSAllergyIntolerance.header.language,EHDSAllergyIntolerance.header.language,Language in which the resource is written. Language is expressed by the IETF language tag.,Language in which the resource is written. Language is expressed by the IETF language tag.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'BCP 47'}"
EHDSAllergyIntolerance.agentOrAllergen,,,,,,,,,,,EHDSAllergyIntolerance.agentOrAllergen,EHDSAllergyIntolerance.agentOrAllergen,"A specific allergen or other agent/substance (drug, food, chemical agent, etc.) to which the patient has an adverse reaction propensity.","A specific allergen or other agent/substance (drug, food, chemical agent, etc.) to which the patient has an adverse reaction propensity.",CodeableConcept,1..1,"{'strength': 'preferred', 'description': '1.3.6.1.4.1.12559.11.10.1.3.1.42.24 **eHDSIActiveIngredient** (ATC, used in MH@EU); 1.3.6.1.4.1.12559.11.10.1.3.1.42.61 eHDSISubstance (EMA SMS, used in MH@EU); 1.3.6.1.4.1.12559.11.10.1.3.1.42.19 eHDSIAllergenNoDrug (SCT, used in MH@EU); ICD-11 Allergens'}"
EHDSAllergyIntolerance.typeOfPropensity,,,,,,,,,,,EHDSAllergyIntolerance.typeOfPropensity,EHDSAllergyIntolerance.typeOfPropensity,"This element describes whether this condition refers to an allergy, non-allergy intolerance, or unknown class of intolerance (not known to be allergy or intolerance)","This element describes whether this condition refers to an allergy, non-allergy intolerance, or unknown class of intolerance (not known to be allergy or intolerance)",CodeableConcept,0..1,"{'strength': 'preferred', 'description': '1.3.6.1.4.1.12559.11.10.1.3.1.42.18 eHDSIAdverseEventType (SCT, used in MH@EU); http://hl7.org/fhir/ValueSet/allergy-intolerance-type (HL7, required in HL7 FHIR)'}"
EHDSAllergyIntolerance.description,,,,,,,,,,,EHDSAllergyIntolerance.description,EHDSAllergyIntolerance.description,Textual description of the allergy or intolerance,Textual description of the allergy or intolerance,string,0..1,
EHDSAllergyIntolerance.criticality,,,,,,,,,,,EHDSAllergyIntolerance.criticality,EHDSAllergyIntolerance.criticality,"Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.","Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.",CodeableConcept,0..1,"{'strength': 'preferred', 'description': '1.3.6.1.4.1.12559.11.10.1.3.1.42.57 eHDSICriticality (HL7, used in MH@EU); http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality (HL7, required in HL7 FHIR)'}"
EHDSAllergyIntolerance.certainty,,,,,,,,,,,EHDSAllergyIntolerance.certainty,EHDSAllergyIntolerance.certainty,"Assertion about the certainty associated with a propensity, or potential risk, of a reaction to the identified substance. Diagnostic and /or clinical evidence of condition","Assertion about the certainty associated with a propensity, or potential risk, of a reaction to the identified substance. Diagnostic and /or clinical evidence of condition",CodeableConcept,0..1,"{'strength': 'preferred', 'description': '1.3.6.1.4.1.12559.11.10.1.3.1.42.58 eHDSIAllergyCertainty (HL7, used in MH@EU) ; http://hl7.org/fhir/ValueSet/allergyintolerance-verification (HL7, required in HL7 FHIR)'}"
EHDSAllergyIntolerance.status,,,,,,,,,,,EHDSAllergyIntolerance.status,EHDSAllergyIntolerance.status,"Current status of the allergy or intolerance, for example, whether it is active, in remission, resolved, etc.","Current status of the allergy or intolerance, for example, whether it is active, in remission, resolved, etc.",CodeableConcept,0..1,"{'strength': 'preferred', 'description': '1.3.6.1.4.1.12559.11.10.1.3.1.42.59 eHDSIAllergyStatus (HL7, used in MH@EU); http://hl7.org/fhir/ValueSet/allergyintolerance-clinical (HL7, required in HL7 FHIR)'}"
EHDSAllergyIntolerance.onsetDate,,,,,,,,,,,EHDSAllergyIntolerance.onsetDate,EHDSAllergyIntolerance.onsetDate,When allergy or intolerance was identified,When allergy or intolerance was identified,dateTime,0..1,
EHDSAllergyIntolerance.endDate,,,,,,,,,,,EHDSAllergyIntolerance.endDate,EHDSAllergyIntolerance.endDate,Date of resolution of the allergy (e.g. when the clinician deemed there is no longer any need to track the underlying condition),Date of resolution of the allergy (e.g. when the clinician deemed there is no longer any need to track the underlying condition),dateTime,0..1,
EHDSAllergyIntolerance.reaction,Reaction,Reaction,Reaction,NL: Reactie,,,rootconcept,NL-CM:5.3.1,This is a reference to the rootconcept of information model Reaction.,SNOMED CT: 281647001 Adverse reaction,EHDSAllergyIntolerance.reaction,EHDSAllergyIntolerance.reaction,Adverse Reaction Events linked to exposure to substance.,Adverse Reaction Events linked to exposure to substance.,Base,0..*,
EHDSAllergyIntolerance.reaction.manifestation,,,,,,,,,,,EHDSAllergyIntolerance.reaction.manifestation,EHDSAllergyIntolerance.reaction.manifestation,"Description of the clinical manifestation of the allergic reaction. Example: anaphylactic shock, angioedema. (the clinical manifestation also gives information about the severity of the observed reaction).","Description of the clinical manifestation of the allergic reaction. Example: anaphylactic shock, angioedema. (the clinical manifestation also gives information about the severity of the observed reaction).",CodeableConcept,0..*,"{'strength': 'preferred', 'description': '1.3.6.1.4.1.12559.11.10.1.3.1.42.5 eHDSIIllnessandDisorder (ICD-10, alternative in MH@EU); 1.3.6.1.4.1.12559.11.10.1.3.1.42.11 eHDSIReactionAllergy (SCT, alternative in MH@EU); ICD-11 MMS'}"
EHDSAllergyIntolerance.reaction.date,,,,,,,,,,,EHDSAllergyIntolerance.reaction.date,EHDSAllergyIntolerance.reaction.date,Date and time of allergy manifestation,Date and time of allergy manifestation,dateTime,0..1,
EHDSAllergyIntolerance.reaction.severity,,,,,,,,,,,EHDSAllergyIntolerance.reaction.severity,EHDSAllergyIntolerance.reaction.severity,Severity of the clinical manifestation of the allergic reaction.,Severity of the clinical manifestation of the allergic reaction.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': '1.3.6.1.4.1.12559.11.10.1.3.1.42.13 eHDSISeverity (SCT, used in MH@EU); http://hl7.org/fhir/ValueSet/reaction-event-severity (HL7, Required in HL7 FHIR)'}"
EHDSAllergyIntolerance.reaction.onsetDate,,,,,,,,,,,EHDSAllergyIntolerance.reaction.onsetDate,EHDSAllergyIntolerance.reaction.onsetDate,Date of the observation of the reaction,Date of the observation of the reaction,dateTime,0..1,
,Reaction.Severity,Severity,Reaction.Severity,NL: Ernst,CD,,data,NL-CM:5.4.6,The degree of severity of the reaction.,,,,,,,,
,Reaction.Condition,Condition,Reaction.Condition,NL: AandoeningOfGesteldheid,,0..1,"data,reference",NL-CM:5.3.2,The condition that the healthcare provider has identified as a reaction.,,,,,,,,
,Reaction.Diagnostician::HealthProfessional,Diagnostician::HealthProfessional,Reaction.Diagnostician::HealthProfessional,NL: DiagnoseSteller::Zorgverlener,,1,"context,reference",NL-CM:5.3.5,The health professional that acquired the diagnostic insight of the reaction. This can be a different individual than the person who recorded the diagnostic insight.,PRF performer,,,,,,,
,Reaction.DiagnosisDate,DiagnosisDate,Reaction.DiagnosisDate,NL: DiagnoseDatum,TS,1,data,NL-CM:5.3.6,Date (and time) at which the care professional came to the diagnosis.,SNOMED CT: 432213005 Date of diagnosis,,,,,,,
,Reaction.DiagnosisStatus,DiagnosisStatus,Reaction.DiagnosisStatus,NL: DiagnoseStatus,CD,1,data,NL-CM:5.3.7,Indicates the status of the diagnostic process.,,,,,,,,
,Reaction.WayOfDetermination,WayOfDetermination,Reaction.WayOfDetermination,NL: WijzeVanVastellen,CD,1,data,NL-CM:5.3.8,The way in which the reaction is determined.,SNOMED CT: 418775008 Finding method,,,,,,,
,Reaction.DiagnosisNameData,DiagnosisNameData,Reaction.DiagnosisNameData,NL: DiagnoseNaamGegevens,,1,container,NL-CM:5.3.9,"Container of the DiagnosisNameData concept involving a reaction.This container contains all data elements of the DiagnosisNameData concept.
Represents a reaction as interpretation of the condition.",,,,,,,,
,Reaction.DiagnosisNameData.DiagnosisName,DiagnosisName,Reaction.DiagnosisNameData.DiagnosisName,NL: DiagnoseNaam,CD,1,data,NL-CM:5.3.10,The term with associated code that the care professional selects from the used code list.,SNOMED CT: 439401001 Diagnosis,,,,,,,
,Reaction.DiagnosisNameData.FurtherSpecificationDiagnosisName,FurtherSpecificationDiagnosisName,Reaction.DiagnosisNameData.FurtherSpecificationDiagnosisName,NL: NadereSpecificatieDiagnoseNaam,ST,0..1,data,NL-CM:5.3.11,"A more detailed description of the name of the reaction in free text, when this detail is not available in the used code list.",,,,,,,,
,Reaction.CausativeAagent,CausativeAagent,Reaction.CausativeAagent,NL: Veroorzaker,,1,container,NL-CM:5.3.12,"Container of the CausativeAagent concept.This container contains all data elements of the CausativeAagent concept.
It is the agent that triggered the reaction.",SNOMED CT: 246075003 Causative agent,,,,,,,
,Reaction.CausativeAagent.CausativeSubstance,CausativeSubstance,Reaction.CausativeAagent.CausativeSubstance,NL: VeroorzakendeStof,CD,(0..1),data,NL-CM:5.3.13,The substance that (presumably) caused the adverse reaction.​,SNOMED CT: 105590001 Substance,,,,,,,
,Reaction.CausativeAagent.Radiation,Radiation,Reaction.CausativeAagent.Radiation,NL: Straling,CD,(0..1),data,NL-CM:5.3.14,The radiation that (presumably) caused the reaction.,SNOMED CT: 82107009 Radiation,,,,,,,
,Reaction.RouteOfExposure,RouteOfExposure,Reaction.RouteOfExposure,NL: WijzeVanBlootstelling,CD,1,data,NL-CM:5.3.15,Way in which the patient came into contact with the causative agent or the way in which the agent was administered.,SNOMED CT: 410675002 Route of administration,,,,,,,
,Reaction.LatencyTime::Range,LatencyTime::Range,Reaction.LatencyTime::Range,NL: LatentieTijd::Bereik,,1,"data,reference",NL-CM:5.3.16,The period of time between the moment of exposure to the substance or radiation and the onset of the undesirable reaction.,SNOMED CT: 350371000146103 Time interval between date of exposure and date of onset of symptoms,,,,,,,
,Reaction.Cause::Procedure,Cause::Procedure,Reaction.Cause::Procedure,NL: Aanleiding::Verrichting,,0..1,"data,reference",NL-CM:5.3.3,The procedure that caused the reaction.,SNOMED CT: 71388002 Procedure,,,,,,,
,Reaction.Comment,Comment,Reaction.Comment,NL: Toelichting,ST,0..1,data,NL-CM:5.3.18,Textual explanation of the reaction which cannot be expressed in any of the other fields.,LOINC: 48767-8 Annotation comment [Interpretation] Narrative,,,,,,,
,Reaction.HypersensitivityIntolerance,HypersensitivityIntolerance,Reaction.HypersensitivityIntolerance,NL: OvergevoeligheidIntolerantie,,0..1,"data,reference",NL-CM:5.3.4,Hypersensitivity or intolerance underlying the reaction.,SNOMED CT: 420134006 Propensity to adverse reaction,,,,,,,
