xtehr,zib,name_zib,path_zib,alias_zib,type_zib,card._zib,stereotype_zib,id_zib,definition_zib,definitioncode_zib,id_xtehr,path_xtehr,short_xtehr,definition_xtehr,type_xtehr,card._xtehr,binding_xtehr
EHDSLaboratoryReport.body.supportingInformation.sexForClinicalUse,,,,,,,,,,,EHDSLaboratoryReport.body.supportingInformation.sexForClinicalUse,EHDSLaboratoryReport.body.supportingInformation.sexForClinicalUse,"A Sex Parameter for Clinical Use is a parameter that provides guidance on how a recipient should apply settings or reference ranges that are derived from observable information such as an organ inventory, recent hormone lab tests, genetic testing, menstrual status, obstetric history, etc.. This property is intended for use in clinical decision making, and indicates that treatment or diagnostic tests should consider best practices associated with the relevant reference population","A Sex Parameter for Clinical Use is a parameter that provides guidance on how a recipient should apply settings or reference ranges that are derived from observable information such as an organ inventory, recent hormone lab tests, genetic testing, menstrual status, obstetric history, etc.. This property is intended for use in clinical decision making, and indicates that treatment or diagnostic tests should consider best practices associated with the relevant reference population",CodeableConcept,0..*,"{'strength': 'preferred', 'description': 'HL7 sex-parameter-for-clinical-use'}"
EHDSLaboratoryReport.body.supportingInformation.vaccination,,,,,,,,,,,EHDSLaboratoryReport.body.supportingInformation.vaccination,EHDSLaboratoryReport.body.supportingInformation.vaccination,Vaccination history of the patient. ,Vaccination history of the patient.,EHDSImmunisation,0..*,
EHDSLaboratoryReport.header,,,,,,,,,,,EHDSLaboratoryReport.header,EHDSLaboratoryReport.header,Laboratory Report header,Common header for all patient-related data,Base,1..1,
EHDSLaboratoryReport.header.attestation,,,,,,,,,,,EHDSLaboratoryReport.header.attestation,EHDSLaboratoryReport.header.attestation,Attestation,Document attestation details,Base,0..*,
EHDSLaboratoryReport.header.attestation.attester,,,,,,,,,,,EHDSLaboratoryReport.header.attestation.attester,EHDSLaboratoryReport.header.attestation.attester,Attester,Attester who validated the document. Mulitple attesters could be provided.,EHDSHealthProfessional,1..1,
EHDSLaboratoryReport.header.attestation.datetime,,,,,,,,,,,EHDSLaboratoryReport.header.attestation.datetime,EHDSLaboratoryReport.header.attestation.datetime,DateTime,Date and time of the approval of the document by Attester.,dateTime,1..1,
EHDSLaboratoryReport.header.authorSpecialty,,,,,,,,,,,EHDSLaboratoryReport.header.authorSpecialty,EHDSLaboratoryReport.header.authorSpecialty,Specialty,Additional details about where the content was created (e.g. clinical specialty),CodeableConcept,0..*,"{'strength': 'preferred', 'description': 'SNOMED CT'}"
EHDSLaboratoryReport.header.authorship,,,,,,,,,,,EHDSLaboratoryReport.header.authorship,EHDSLaboratoryReport.header.authorship,Authorship,Resource authoring details,Base,1..*,
EHDSLaboratoryReport.header.authorship.author[x],,,,,,,,,,,EHDSLaboratoryReport.header.authorship.author[x],EHDSLaboratoryReport.header.authorship.author[x],Author,Author(s) by whom the resource was/were authored. Multiple authors could be provided.,EHDSHealthProfessional,1..1,
EHDSLaboratoryReport.header.authorship.datetime,,,,,,,,,,,EHDSLaboratoryReport.header.authorship.datetime,EHDSLaboratoryReport.header.authorship.datetime,Date and time of authoring/issuing,Date and time of the issuing the document/resource by its author.,dateTime,1..1,
EHDSLaboratoryReport.header.confidentiality,,,,,,,,,,,EHDSLaboratoryReport.header.confidentiality,EHDSLaboratoryReport.header.confidentiality,Confidentiality,Level of confidentiality of the document. Implicit value is normal.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'hl7:Confidentiality'}"
EHDSLaboratoryReport.header.custodian,,,,,,,,,,,EHDSLaboratoryReport.header.custodian,EHDSLaboratoryReport.header.custodian,Document custodian,Organisation that is in charge of maintaining the document/report.,EHDSOrganisation,1..1,
EHDSLaboratoryReport.header.documentFormat,,,,,,,,,,,EHDSLaboratoryReport.header.documentFormat,EHDSLaboratoryReport.header.documentFormat,Document format,"An identifier of the document constraints, encoding, structure, and template that the document conforms to beyond the base format indicated in the mimeType.",CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'HL7 Document Format Codes'}"
EHDSLaboratoryReport.header.documentStatus,,,,,,,,,,,EHDSLaboratoryReport.header.documentStatus,EHDSLaboratoryReport.header.documentStatus,Document status,"The status of the Discharge report. E.g., preliminary, final.",CodeableConcept,1..1,"{'strength': 'preferred', 'description': 'hl7:CompositionStatus'}"
EHDSLaboratoryReport.header.documentTitle,,,,,,,,,,,EHDSLaboratoryReport.header.documentTitle,EHDSLaboratoryReport.header.documentTitle,Document title,"Document title, such as Discharge Report, Laboratory Result Report, etc.",string,1..1,
EHDSLaboratoryReport.header.documentType,,,,,,,,,,,EHDSLaboratoryReport.header.documentType,EHDSLaboratoryReport.header.documentType,Document type,"Identifies the type of document at hand, e.g. Discharge report.",CodeableConcept,1..1,"{'strength': 'preferred', 'description': 'LOINC'}"
EHDSLaboratoryReport.header.eventType,,,,,,,,,,,EHDSLaboratoryReport.header.eventType,EHDSLaboratoryReport.header.eventType,Event type,"Categorization of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.",CodeableConcept,0..*,"{'strength': 'preferred', 'description': 'SNOMED CT'}"
EHDSLaboratoryReport.header.identifier,,,,,,,,,,,EHDSLaboratoryReport.header.identifier,EHDSLaboratoryReport.header.identifier,Document ID,Unique identifier of the document,Identifier,1..*,
EHDSLaboratoryReport.header.language,,,,,,,,,,,EHDSLaboratoryReport.header.language,EHDSLaboratoryReport.header.language,Language,Language in which the resource is written. Language is expressed by the IETF language tag.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'BCP 47'}"
EHDSLaboratoryReport.header.lastUpdate,,,,,,,,,,,EHDSLaboratoryReport.header.lastUpdate,EHDSLaboratoryReport.header.lastUpdate,Date and time of the last update to the resource,Date and time of the last update to the document/information,dateTime,0..1,
EHDSLaboratoryReport.header.legalAuthentication,,,,,,,,,,,EHDSLaboratoryReport.header.legalAuthentication,EHDSLaboratoryReport.header.legalAuthentication,Legal authentication,Document legal authentication,Base,0..1,
EHDSLaboratoryReport.header.legalAuthentication.datetime,,,,,,,,,,,EHDSLaboratoryReport.header.legalAuthentication.datetime,EHDSLaboratoryReport.header.legalAuthentication.datetime,DateTime,Date and time when the document was authorized.,dateTime,1..1,
EHDSLaboratoryReport.header.legalAuthentication.legalAuthenticator,,,,,,,,,,,EHDSLaboratoryReport.header.legalAuthentication.legalAuthenticator,EHDSLaboratoryReport.header.legalAuthentication.legalAuthenticator,Legal authenticator,The person taking responsibility for the medical content of the document,EHDSHealthProfessional,1..1,
EHDSLaboratoryReport.header.period,,,,,,,,,,,EHDSLaboratoryReport.header.period,EHDSLaboratoryReport.header.period,Period,Time of service that is being documented,Period,0..1,
EHDSLaboratoryReport.header.status,LaboratoryTestResult.ResultStatus,ResultStatus,LaboratoryTestResult.ResultStatus,NL: ResultaatStatus,CD,0..1,data,NL-CM:13.1.6,"The status of the laboratory test result. If the laboratory test is a panel/cluster,  this status reflects the status of the whole panel/cluster. If the status item per subtest is used too, this status must be in accordance with these status values.",LOINC: 92235-1 Lab order result status,EHDSLaboratoryReport.header.status,EHDSLaboratoryReport.header.status,Status of the resource,Status of the resource,CodeableConcept,1..1,
EHDSLaboratoryReport.header.statusReason[x],,,,,,,,,,,EHDSLaboratoryReport.header.statusReason[x],EHDSLaboratoryReport.header.statusReason[x],Reason for the current status of the resource.,Reason for the current status of the resource.,CodeableConcept,0..1,
EHDSLaboratoryReport.header.subject,,,,,,,,,,,EHDSLaboratoryReport.header.subject,EHDSLaboratoryReport.header.subject,Subject,Patient/subject information,EHDSPatient,1..1,
EHDSLaboratoryReport.header.version,,,,,,,,,,,EHDSLaboratoryReport.header.version,EHDSLaboratoryReport.header.version,Version,Business version of the resource.,string,0..1,
EHDSLaboratoryReport.healthInsuranceAndPaymentInformation,,,,,,,,,,,EHDSLaboratoryReport.healthInsuranceAndPaymentInformation,EHDSLaboratoryReport.healthInsuranceAndPaymentInformation,Health insurance and payment information,Health insurance and payment information,EHDSCoverage,0..*,
EHDSLaboratoryReport.intendedRecipient[x],,,,,,,,,,,EHDSLaboratoryReport.intendedRecipient[x],EHDSLaboratoryReport.intendedRecipient[x],Intended recipient,"Information recipient (intended recipient or recipients of the report, additional recipients might be identified by the ordering party, e.g. GP, other specialist), if applicable",EHDSPatient,0..*,
EHDSLaboratoryReport.knowledgeResources,,,,,,,,,,,EHDSLaboratoryReport.knowledgeResources,EHDSLaboratoryReport.knowledgeResources,Related documents and information sources,Related documents and information sources,Base,0..0,
EHDSLaboratoryReport.knowledgeResources.externalReference,,,,,,,,,,,EHDSLaboratoryReport.knowledgeResources.externalReference,EHDSLaboratoryReport.knowledgeResources.externalReference,...,...,RelatedArtifact,0..*,
EHDSLaboratoryReport.knowledgeResources.relatedTo,,,,,,,,,,,EHDSLaboratoryReport.knowledgeResources.relatedTo,EHDSLaboratoryReport.knowledgeResources.relatedTo,...,...,Reference,0..*,
EHDSLaboratoryReport.presentedForm,,,,,,,,,,,EHDSLaboratoryReport.presentedForm,EHDSLaboratoryReport.presentedForm,"A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document","A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document",EHDSAttachment,0..*,
EHDSLaboratoryReport.resultData,,,,,,,,,,,EHDSLaboratoryReport.resultData,EHDSLaboratoryReport.resultData,Laboratory report result data,Laboratory report result data,Base,1..1,
EHDSLaboratoryReport.resultData.commentsInterpretationAndRecommendations,LaboratoryTestResult.Comment,Comment,LaboratoryTestResult.Comment,NL: Toelichting,ST,0..1,data,NL-CM:13.1.5,"Comments, such as a textual interpretation or advice accompanying the result, for example.",LOINC: 48767-8 Annotation comment [Interpretation] Narrative,EHDSLaboratoryReport.resultData.commentsInterpretationAndRecommendations,EHDSLaboratoryReport.resultData.commentsInterpretationAndRecommendations,"Narrative Comments, such as a textual interpretation or advice accompanying the result report, for example.","Narrative Comments, such as a textual interpretation or advice accompanying the result report, for example.",Narrative,0..*,
EHDSLaboratoryReport.resultData.laboratoryTestResults,LaboratoryTestResult.LaboratoryTest,LaboratoryTest,LaboratoryTestResult.LaboratoryTest,NL: LaboratoriumTest,,0..*,container,NL-CM:13.1.3,Container of the LaboratoryTest concept. This container contains all data elements of the LaboratoryTest concept.,,EHDSLaboratoryReport.resultData.laboratoryTestResults,EHDSLaboratoryReport.resultData.laboratoryTestResults,Observation details (report could consist of multiple observations),Observation details (report could consist of multiple observations),EHDSLaboratoryObservation,0..*,
EHDSLaboratoryReport.serviceRequest,,,,,,,,,,,EHDSLaboratoryReport.serviceRequest,EHDSLaboratoryReport.serviceRequest,Specification of requested service or services,Specification of requested service or services,EHDSServiceRequest,0..*,
EHDSLaboratoryReport.specimen,LaboratoryTestResult.Specimen,Specimen,LaboratoryTestResult.Specimen,NL: Monster,,0..1,container,NL-CM:13.1.2,"Container of the concept Specimen. This container contains all data elements of the concept Specimen. A completed container is related to a sample from the Snomed Hierarchy. 
 
If the TestCode implicitly also describes a specimen (often the case if coded in LOINC), elements within the concept specimen may not conflict with it. However, if desired, these data can provide a more detailed description.This is in line with the agreements made in the IHE/Nictiz e-Lab programme.",SNOMED CT: 123038009 Specimen,EHDSLaboratoryReport.specimen,EHDSLaboratoryReport.specimen,Specimen information,Specimen information,EHDSSpecimen,0..*,
,LaboratoryTestResult.PanelOrBattery,PanelOrBattery,LaboratoryTestResult.PanelOrBattery,NL: Onderzoek,CD,0..1,data,NL-CM:13.1.4,"For laboratory tests comprising multiple subtests and often requested together as a whole, this concept contains the name of the compound request (often indicated as a ‘panel’, ‘battery’ or ‘cluster’). Examples include: blood gases and EBV serology.",,,,,,,,
,LaboratoryTestResult.ResultType,ResultType,LaboratoryTestResult.ResultType,NL: ResultaatType,CD,0..1,data,NL-CM:13.1.7,The type of result defines the laboratory specialty under which the test is categorized.,,,,,,,,
,LaboratoryTestResult.RelatedResult::LaboratoryTestResult,RelatedResult::LaboratoryTestResult,LaboratoryTestResult.RelatedResult::LaboratoryTestResult,NL: GerelateerdeUitslag::LaboratoriumUitslag,,0..*,"data,reference",NL-CM:13.1.33,"Reference to related tests, e.g. paired tests or sequential tests like gram staining and microbiological cultures. It concerns previous results that collectively lead to the current interpretation.",,,,,,,,
,LaboratoryTestResult.Performer::HealthcareProvider,Performer::HealthcareProvider,LaboratoryTestResult.Performer::HealthcareProvider,NL: Uitvoerder::Zorgaanbieder,,0..1,"context,reference",NL-CM:13.1.35,The healthcare provider who is responsible for the excecution of the laboratory examination and delivering the Laboratory result.,,,,,,,,
