xtehr,zib,name_zib,path_zib,alias_zib,type_zib,card._zib,stereotype_zib,id_zib,definition_zib,definitioncode_zib,id_xtehr,path_xtehr,short_xtehr,definition_xtehr,type_xtehr,card._xtehr,binding_xtehr
EHDSFamilyMemberHistory.patientRelationship,FamilyHistory.FamilyMember.BiologicalRelationship,BiologicalRelationship,FamilyHistory.FamilyMember.BiologicalRelationship,NL: BiologischeRelatie,CD,1,data,NL-CM:6.1.4,Indicates the biological relationship of the family member to the patient.,,EHDSFamilyMemberHistory.patientRelationship,EHDSFamilyMemberHistory.patientRelationship,Patient relationship,The family relation between the related person and the patient.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'hl7:v3-RoleCode'}"
EHDSFamilyMemberHistory.dateOfBirth,,,,,,,,,,,EHDSFamilyMemberHistory.dateOfBirth,EHDSFamilyMemberHistory.dateOfBirth,Date of birth of the family member.,Date of birth of the family member.,date,0..1,
EHDSFamilyMemberHistory.ageOrDateOfDeath[x],FamilyHistory.FamilyMember.AgeAtDeath,AgeAtDeath,FamilyHistory.FamilyMember.AgeAtDeath,NL: LeeftijdBijOverlijden,INT,0..1,data,NL-CM:6.1.12,The age at which the family member died.,,EHDSFamilyMemberHistory.ageOrDateOfDeath[x],EHDSFamilyMemberHistory.ageOrDateOfDeath[x],Age or date of the death of the family member.,Age or date of the death of the family member.,date,0..1,
EHDSFamilyMemberHistory.condition,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember.Diagnosis,,,,,,,,,,EHDSFamilyMemberHistory.condition,EHDSFamilyMemberHistory.condition,Medical problems this person suffers or suffered.,Medical problems this person suffers or suffered.,CodeableConcept,0..*,"{'strength': 'preferred', 'description': 'ICD-10, SNOMED CT, Orphacode if rare disease is diagnosed'}"
EHDSFamilyMemberHistory.causeOfDeath,,,,,,,,,,,EHDSFamilyMemberHistory.causeOfDeath,EHDSFamilyMemberHistory.causeOfDeath,Information about disease or condition that was the main cause of death.,Information about disease or condition that was the main cause of death.,CodeableConcept,0..1,"{'strength': 'preferred', 'description': 'ICD-10, SNOMED CT, Orphacode if rare disease is diagnosed'}"
,FamilyHistory.FamilyMember,FamilyMember,FamilyHistory.FamilyMember,NL: Familielid,,1..*,container,NL-CM:6.1.3,Container of the FamilyMember concept. This container contains all data elements of the FamilyMember concept.,,,,,,,,
,FamilyHistory.FamilyMember.Comment,Comment,FamilyHistory.FamilyMember.Comment,NL: Toelichting,ST,0..1,data,NL-CM:6.1.5,Comment with information on the family member which might be relevant to the family history.,LOINC: 48767-8 Annotation comment [Interpretation] Narrative,,,,,,,
,FamilyHistory.FamilyMember.Disorder,Disorder,FamilyHistory.FamilyMember.Disorder,NL: Aandoening,,1..*,container,NL-CM:6.1.6,Container of the Disorder concept. This container contains all data elements of the Disorder concept.,,,,,,,,
,FamilyHistory.FamilyMember.Disorder.IsCauseOfDeath,IsCauseOfDeath,FamilyHistory.FamilyMember.Disorder.IsCauseOfDeath,NL: IsDoodsoorzaak,BL,0..1,data,NL-CM:6.1.9,Indication stating whether the described health problem was the cause of death of the family member.,,,,,,,,
,FamilyHistory.FamilyMember.DeathIndicator,DeathIndicator,FamilyHistory.FamilyMember.DeathIndicator,NL: OverlijdensIndicator,BL,0..1,data,NL-CM:6.1.10,An indication stating whether the family member has died.,,,,,,,,
,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,DisorderFamilyMember,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,NL: AandoeningFamilielid,,1,container,NL-CM:6.1.13,Container of the DisorderFamilyMember concept.This container contains all data elements of the DisorderFamilyMember concept.,,,,,,,,
,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,DisorderFamilyMember,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,NL: Diagnose,,(0..1),"data,reference",NL-CM:6.1.14,Diagnosis of a condition in a blood relative of the patient.,,,,,,,,
,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,DisorderFamilyMember,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,NL: OvergevoeligheidIntolerantie,,(0..1),"data,reference",NL-CM:6.1.15,Hypersensitivity or intolerance in a blood relative of the patient.,,,,,,,,
,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,DisorderFamilyMember,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,NL: AandoeningFamilielid,,1,container,NL-CM:6.1.13,Container of the DisorderFamilyMember concept.This container contains all data elements of the DisorderFamilyMember concept.,,,,,,,,
,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,DisorderFamilyMember,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,NL: Diagnose,,(0..1),"data,reference",NL-CM:6.1.14,Diagnosis of a condition in a blood relative of the patient.,,,,,,,,
,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,DisorderFamilyMember,FamilyHistory.FamilyMember.Disorder.DisorderFamilyMember,NL: OvergevoeligheidIntolerantie,,(0..1),"data,reference",NL-CM:6.1.15,Hypersensitivity or intolerance in a blood relative of the patient.,,,,,,,,
,FamilyHistory.FamilyMember.AgeAtDeath,AgeAtDeath,FamilyHistory.FamilyMember.AgeAtDeath,NL: LeeftijdBijOverlijden,INT,0..1,data,NL-CM:6.1.12,The age at which the family member died.,,,,,,,,
,FamilyHistory.FamilyMember.DeathIndicator,DeathIndicator,FamilyHistory.FamilyMember.DeathIndicator,NL: OverlijdensIndicator,BL,0..1,data,NL-CM:6.1.10,An indication stating whether the family member has died.,,,,,,,,
